title,skills_desc,formatted_experience_level,work_type,location,normalized_salary,remote_allowed,views,applies
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Temporary,"New York, NY",95278,1,4071,335
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"New York, NY",113033,1,3501,451
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Temporary,"Seattle, WA",80074,1,3409,351
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Internship,Full-time,"Seattle, WA",78435,0,1199,13
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Director,Full-time,"Los Angeles, CA",125969,1,4118,315
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Internship,"Boston, MA",88942,1,1788,270
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Contract,"Los Angeles, CA",104059,1,4232,340
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Full-time,"Austin, TX",127921,1,944,54
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Mid-Senior Level,Part-time,"San Francisco, CA",117826,1,1743,428
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Internship,"San Francisco, CA",120297,1,2433,220
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Executive,Contract,Remote,138890,1,1363,253
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Internship,"New York, NY",126322,0,3034,212
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Full-time,"Atlanta, GA",115739,1,3785,212
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Entry Level,Contract,"Los Angeles, CA",99719,1,315,382
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Temporary,Remote,94017,0,4876,36
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Contract,"Seattle, WA",68314,0,3757,395
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Part-time,"San Francisco, CA",113295,1,2440,447
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Temporary,"Seattle, WA",94628,1,1607,127
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Director,Temporary,"Los Angeles, CA",147122,0,2190,465
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Part-time,"Chicago, IL",71492,1,3478,235
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Temporary,"Seattle, WA",96113,0,1216,369
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Full-time,"Atlanta, GA",90357,1,2840,477
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Entry Level,Contract,"San Francisco, CA",128329,1,2261,480
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Contract,"Los Angeles, CA",80365,0,3356,472
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Associate,Part-time,Remote,104029,1,3068,441
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Full-time,"Boston, MA",61737,0,1248,214
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Entry Level,Temporary,"Boston, MA",69096,1,3276,256
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Contract,"Los Angeles, CA",109938,1,4353,488
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Mid-Senior Level,Contract,"Boston, MA",112682,0,3445,58
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Mid-Senior Level,Contract,"San Francisco, CA",132499,1,4061,375
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Contract,"Chicago, IL",104491,1,1240,262
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Internship,"Seattle, WA",139866,1,3033,87
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Entry Level,Part-time,"Atlanta, GA",101894,0,2207,266
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Temporary,"Denver, CO",136157,1,2548,129
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Director,Temporary,Remote,116034,1,927,484
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"San Francisco, CA",95294,0,1303,426
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Full-time,"New York, NY",112536,0,3403,44
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Part-time,"Austin, TX",89596,0,944,447
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Entry Level,Contract,"Austin, TX",127649,1,3071,321
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Contract,Remote,101434,1,1368,152
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Associate,Part-time,"San Francisco, CA",143098,1,4833,206
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Part-time,"Los Angeles, CA",84655,0,4844,494
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Director,Temporary,"Seattle, WA",77493,1,1729,269
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Temporary,"Los Angeles, CA",106228,0,3630,375
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Internship,"Los Angeles, CA",98771,0,903,93
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Executive,Internship,"New York, NY",93563,1,227,201
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Internship,Contract,"Boston, MA",87558,0,1051,496
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Internship,"Austin, TX",93932,1,2364,31
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Internship,"Denver, CO",102243,1,119,33
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Full-time,"Denver, CO",131567,1,3738,440
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Part-time,"Seattle, WA",127376,1,1881,84
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Internship,Temporary,"Austin, TX",96922,1,3934,375
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Internship,"New York, NY",72388,0,3231,143
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Executive,Temporary,Remote,124332,1,4870,420
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Internship,"San Francisco, CA",146737,1,4934,403
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Internship,"Los Angeles, CA",138495,1,656,176
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Contract,"Los Angeles, CA",93434,0,2344,467
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Full-time,"Atlanta, GA",130991,0,3083,119
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Part-time,Remote,122472,1,3663,99
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Mid-Senior Level,Part-time,"Atlanta, GA",140030,0,2825,46
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Associate,Contract,"Atlanta, GA",101849,0,4699,319
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Contract,"Boston, MA",101541,0,4933,490
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Part-time,"Denver, CO",112765,1,4987,60
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Part-time,"Atlanta, GA",148074,1,3431,69
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Executive,Full-time,"Los Angeles, CA",122259,1,296,81
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Associate,Internship,"Austin, TX",144283,0,2928,137
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Full-time,"Austin, TX",120851,0,4939,316
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Part-time,"Boston, MA",99625,1,4088,71
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Internship,Internship,"Austin, TX",75769,1,2569,314
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Part-time,"Los Angeles, CA",112806,0,1730,188
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Full-time,"Denver, CO",89982,0,3378,37
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Full-time,"Denver, CO",62972,0,2138,249
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Full-time,"Denver, CO",103256,0,2579,429
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Internship,"San Francisco, CA",138367,1,4430,241
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Executive,Temporary,Remote,103653,0,4674,162
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Temporary,"San Francisco, CA",123043,0,2575,429
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Director,Part-time,"San Francisco, CA",111133,0,4861,342
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Internship,"San Francisco, CA",119339,0,3409,453
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Contract,"Austin, TX",115757,1,3278,16
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Temporary,"Chicago, IL",97840,0,1487,74
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Internship,"Austin, TX",107399,0,741,466
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Internship,Internship,"Chicago, IL",109013,1,674,132
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Mid-Senior Level,Temporary,"Austin, TX",97069,1,3244,485
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Internship,"Los Angeles, CA",99706,1,1821,45
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Internship,Remote,123231,0,1118,247
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Temporary,"New York, NY",107909,1,4158,487
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Executive,Full-time,"New York, NY",155218,1,3520,82
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Part-time,"San Francisco, CA",71095,0,499,39
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Contract,"New York, NY",95343,0,4790,236
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Internship,Part-time,Remote,136469,1,1556,312
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Internship,Full-time,Remote,91313,1,1695,356
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Director,Full-time,"Seattle, WA",112847,1,216,294
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Internship,"Boston, MA",114166,1,482,14
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Part-time,Remote,89930,1,2229,74
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Full-time,"Boston, MA",93285,0,1950,244
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Internship,Part-time,"New York, NY",95863,1,931,124
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Full-time,"Boston, MA",96704,1,2800,462
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Contract,"Chicago, IL",128705,1,2881,328
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Full-time,"Los Angeles, CA",65555,0,3581,255
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Part-time,"Boston, MA",81323,0,2217,358
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Internship,"Los Angeles, CA",80432,1,4582,449
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Part-time,"San Francisco, CA",106386,0,2106,26
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Temporary,"New York, NY",139007,0,2671,392
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Part-time,"Los Angeles, CA",85619,0,396,316
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Contract,"Atlanta, GA",106854,0,818,378
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Mid-Senior Level,Contract,"San Francisco, CA",107964,1,3236,46
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Entry Level,Contract,"Los Angeles, CA",143801,1,3179,353
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Full-time,"Seattle, WA",97637,0,110,381
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Contract,"Boston, MA",106225,1,4980,390
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Part-time,"Seattle, WA",105730,1,510,228
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Internship,Remote,86739,1,3039,146
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Mid-Senior Level,Contract,"Chicago, IL",147708,1,2754,255
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Executive,Part-time,"San Francisco, CA",85618,1,3286,47
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Full-time,"Denver, CO",146561,0,3550,260
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Entry Level,Full-time,"Denver, CO",117373,1,698,62
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Internship,Internship,"Los Angeles, CA",130281,1,923,406
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Internship,Internship,"Boston, MA",110187,1,2497,355
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Director,Part-time,"New York, NY",62327,0,4214,318
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Mid-Senior Level,Internship,"Denver, CO",137391,1,412,212
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Internship,"New York, NY",111577,1,3074,384
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Full-time,"Denver, CO",98549,1,3838,481
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Part-time,"San Francisco, CA",99220,1,2592,384
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Internship,Internship,"Denver, CO",97642,0,2045,490
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Part-time,Remote,104435,0,330,58
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Contract,"Austin, TX",103760,1,3840,131
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Full-time,"Los Angeles, CA",138192,0,2772,335
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Full-time,"Chicago, IL",99381,1,3554,428
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Director,Full-time,"Denver, CO",91047,1,3683,25
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Temporary,"Boston, MA",99558,1,143,278
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Director,Part-time,"Chicago, IL",135782,1,3024,245
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Mid-Senior Level,Contract,"New York, NY",79782,1,3793,130
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Internship,"Seattle, WA",120881,0,2370,148
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Contract,Remote,125228,1,3557,96
